striker_id,balls_faced,effect_runs_per_ball,se,ci_lo,ci_hi,p_value,fdr_q,reference_batter
Batter_048,78,0.35140626101459,0.279145167372626,-0.195718267035757,0.898530789064937,0.20807886480031,0.471715321753421,Batter_035
Batter_015,41,0.32025026370857,0.289963327014156,-0.248077857239176,0.888578384656316,0.269397582062081,0.505120466366402,Batter_035
Batter_002,138,0.291305819617898,0.306639673778817,-0.309707940988584,0.892319580224379,0.34211535209667,0.538117600922962,Batter_035
Batter_005,53,0.217345084818702,0.236821531528685,-0.24682511697752,0.681515286614924,0.358745067281975,0.538117600922962,Batter_035
Batter_033,92,0.208575709187441,0.159239617555586,-0.103533941221508,0.52068535959639,0.190255729831573,0.471715321753421,Batter_035
Batter_003,103,0.181458523573425,0.254460538568991,-0.317284132021798,0.680201179168648,0.475777281254185,0.679681830363122,Batter_035
Batter_034,94,0.078501264889662,0.203028887594613,-0.31943535479578,0.476437884575103,0.699014806071084,0.853509738804716,Batter_035
Batter_025,80,0.0750061538319679,0.226101809308692,-0.368153392413068,0.518165700077004,0.740088467465346,0.853509738804716,Batter_035
Batter_012,96,0.0603962647697006,0.204883003453956,-0.341174422000053,0.461966951539454,0.768158764924245,0.853509738804716,Batter_035
Batter_023,62,-0.0116494300080305,0.233066323338212,-0.468459423750926,0.445160563734865,0.960135675674067,0.960135675674067,Batter_035
Batter_011,131,-0.0235113975883461,0.235069854985318,-0.484248313359569,0.437225518182876,0.920329424440044,0.960135675674067,Batter_035
Batter_001,56,-0.0246854345411349,0.349713974222639,-0.710124824017508,0.660753954935238,0.943726060548939,0.960135675674067,Batter_035
Batter_007,180,-0.0550039713905574,0.181352362761219,-0.410454602402546,0.300446659621431,0.761662087546874,0.853509738804716,Batter_035
Batter_009,144,-0.10541152532791,0.209451634403436,-0.515936728758644,0.305113678102824,0.614771766271106,0.838325135824235,Batter_035
Batter_047,57,-0.128103729076443,0.339906131067998,-0.794319745969719,0.538112287816833,0.70626298971764,0.853509738804716,Batter_035
Batter_046,116,-0.211241546176557,0.226734377015507,-0.655640925126951,0.233157832773838,0.351507256526775,0.538117600922962,Batter_035
Batter_038,59,-0.256691169192975,0.216543153075871,-0.681115749221682,0.167733410835733,0.235857660876711,0.471715321753421,Batter_035
Batter_013,107,-0.275015149906613,0.296940608168709,-0.857018741917282,0.306988442104057,0.354361723204877,0.538117600922962,Batter_035
Batter_006,50,-0.310448158754197,0.230068408726976,-0.761382239859071,0.140485922350676,0.177217105161555,0.471715321753421,Batter_035
Batter_030,61,-0.352735598683701,0.289832175686453,-0.920806663029149,0.215335465661746,0.223591297607208,0.471715321753421,Batter_035
Batter_016,138,-0.358129099326246,0.135335144821838,-0.623385983177049,-0.0928722154754432,0.00813923571092053,0.061044267831904,Batter_035
Batter_004,86,-0.391683390136484,0.178461523802791,-0.741467976789954,-0.0418988034830128,0.0281795408950668,0.093931802983556,Batter_035
Batter_020,113,-0.491238617420689,0.252816246802556,-0.986758461153699,0.00428122631232086,0.0520082016052358,0.156024604815707,Batter_035
Batter_027,51,-0.500855473069437,0.221287373419788,-0.934578724972221,-0.0671322211666532,0.0236128151296245,0.0885480567360919,Batter_035
Batter_022,76,-0.566225066203709,0.234311321595074,-1.02547525653005,-0.106974875877364,0.0156683664380152,0.0885480567360919,Batter_035
Batter_028,83,-0.573442692593079,0.248319147647522,-1.06014822198222,-0.0867371632039366,0.0209270993486992,0.0885480567360919,Batter_035
Batter_024,63,-0.579953859250367,0.245407864297321,-1.06095327327312,-0.0989544452276183,0.0181166947633219,0.0885480567360919,Batter_035
Batter_010,118,-0.608642045354317,0.179912026502367,-0.961269617298958,-0.256014473409677,0.000716991261070445,0.00716991261070445,Batter_035
Batter_040,63,-0.617332596915724,0.163170712574421,-0.937147193561588,-0.29751800026986,0.000154728992179686,0.0037964193994898,Batter_035
Batter_017,71,-0.684802876550614,0.187150220391536,-1.05161730851802,-0.317988444583204,0.000253094626632654,0.0037964193994898,Batter_035
